Year,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
2015,Tim Hightower,NOR,29,RB,8,3,13,12,0.923,129,10.8,0,7,53.8,27,9.9,1.5,16.1,0
2015,Brandon Myers,TAM,30,TE,11,6,17,12,0.706,127,10.6,0,7,47.1,17,7.5,1.1,11.5,0
2015,Lee Smith,OAK,28,TE,15,15,13,12,0.923,70,5.8,1,4,53.8,17,5.4,0.8,4.7,0
2015,Craig Stevens,TEN,31,TE,16,11,16,12,0.75,121,10.1,2,5,50,27,7.6,0.8,7.6,0
2015,Adam Thielen,MIN,25,WR,16,2,18,12,0.667,144,12,0,5,38.9,30,8,0.8,9,0
2015,Fozzy Whittaker,CAR,26,RB,15,1,15,12,0.8,64,5.3,0,2,46.7,15,4.3,0.8,4.3,0
2015,Jaron Brown,ARI,25,WR,16,0,23,11,0.478,144,13.1,1,8,39.1,39,6.3,0.7,9,0
2015,Donteea Dye,TAM,22,WR,10,5,30,11,0.367,132,12,1,8,30,44,4.4,1.1,13.2,1
2015,Rhett Ellison,MIN,27,TE,15,9,19,11,0.579,124,11.3,1,5,42.1,41,6.5,0.7,8.3,0
2015,Michael Hoomanawanui,2TM,27,TE,14,8,16,11,0.688,76,6.9,3,8,43.8,19,4.8,0.8,5.4,1
2015,Carlos Hyde,SFO,25,RB,7,7,15,11,0.733,53,4.8,0,4,33.3,11,3.5,1.6,7.6,1
2015,Tyler Kroft,CIN,23,TE,16,6,15,11,0.733,129,11.7,1,6,46.7,22,8.6,0.7,8.1,0
2015,Cameron Meredith,CHI,23,WR,11,0,16,11,0.688,120,10.9,0,5,37.5,22,7.5,1,10.9,0
2015,JJ Nelson,ARI,23,WR,11,2,27,11,0.407,299,27.2,2,11,40.7,64,11.1,1,27.2,1
2015,Justin Perillo,GNB,24,TE,9,0,13,11,0.846,102,9.3,1,5,69.2,24,7.8,1.2,11.3,0
2015,Andre Roberts,WAS,27,WR,9,0,21,11,0.524,135,12.3,0,5,38.1,38,6.4,1.2,15,0
2015,Karlos Williams,BUF,22,RB,11,3,14,11,0.786,96,8.7,2,3,42.9,26,6.9,1,8.7,2
2015,Ahmad Bradshaw,IND,29,RB,6,0,14,10,0.714,64,6.4,3,5,57.1,10,4.6,1.7,10.7,0
2015,Rex Burkhead,CIN,25,RB,16,0,15,10,0.667,94,9.4,1,4,46.7,27,6.3,0.6,5.9,1
2015,Andre Caldwell,DEN,30,WR,14,0,22,10,0.455,72,7.2,2,4,31.8,24,3.3,0.7,5.1,0
2015,T.J. Jones,DET,23,WR,10,0,18,10,0.556,132,13.2,1,5,44.4,29,7.3,1,13.2,2
2015,Bruce Miller,SFO,28,RB,16,5,14,10,0.714,135,13.5,0,5,64.3,52,9.6,0.6,8.4,0
2015,Alfred Morris,WAS,27,RB,16,16,13,10,0.769,55,5.5,0,2,38.5,12,4.2,0.6,3.4,0
2015,Louis Murphy,TAM,28,WR,6,1,18,10,0.556,198,19.8,0,6,50,54,11,1.7,33,0
2015,John Phillips,SDG,28,TE,16,5,11,10,0.909,69,6.9,1,6,90.9,15,6.3,0.6,4.3,0
2015,MyCole Pruitt,MIN,23,TE,16,3,16,10,0.625,89,8.9,0,3,37.5,32,5.6,0.6,5.6,0
2015,Brian Quick,STL,26,WR,13,2,32,10,0.313,102,10.2,0,5,21.9,37,3.2,0.8,7.8,0
2015,Joseph Randle,DAL,24,RB,6,6,10,10,1,86,8.6,0,6,80,25,8.6,1.7,14.3,1
2015,Jared Abbrederis,GNB,25,WR,10,0,16,9,0.563,111,12.3,0,5,43.8,32,6.9,0.9,11.1,1
2015,Kenjon Barner,PHI,26,RB,10,0,12,9,0.75,22,2.4,0,1,33.3,12,1.8,0.9,2.2,1
2015,Brenton Bersin,CAR,25,WR,9,2,11,9,0.818,119,13.2,0,5,72.7,30,10.8,1,13.2,1
2015,James Hanna,DAL,26,TE,14,7,14,9,0.643,79,8.8,0,4,28.6,17,5.6,0.6,5.6,0
2015,DuJuan Harris,2TM,27,RB,4,1,14,9,0.643,97,10.8,0,12,50,31,6.9,2.3,24.3,1
2015,Roy Helu,OAK,27,RB,9,0,16,9,0.563,75,8.3,1,6,43.8,15,4.7,1,8.3,0
2015,Dan Herron,2TM,26,RB,10,0,10,9,0.9,47,5.2,0,2,50,9,4.7,0.9,4.7,1
2015,Charles Johnson,MIN,26,WR,11,4,13,9,0.692,127,14.1,0,5,53.8,35,9.8,0.8,11.5,0
2015,Jamize Olawale,OAK,26,FB,14,3,11,9,0.818,84,9.3,0,5,63.6,15,7.6,0.6,6,0
2015,Thomas Rawls,SEA,22,RB,13,7,11,9,0.818,76,8.4,1,2,45.5,31,6.9,0.7,5.8,1
2015,Jeremy Ross,2TM,27,WR,11,0,14,9,0.643,88,9.8,0,8,57.1,18,6.3,0.8,8,4
2015,Devin Smith,NYJ,23,WR,10,3,28,9,0.321,115,12.8,1,5,32.1,22,4.1,0.9,11.5,1
2015,Zac Stacy,NYJ,24,RB,8,0,12,9,0.75,65,7.2,0,4,41.7,16,5.4,1.1,8.1,0
2015,Luke Stocker,TAM,27,TE,14,13,13,9,0.692,61,6.8,1,3,46.2,14,4.7,0.6,4.4,0
2015,Pierre Thomas,2TM,31,RB,5,0,11,9,0.818,84,9.3,0,8,45.5,15,7.6,1.8,16.8,0
2015,Terron Ward,ATL,23,RB,13,0,13,9,0.692,73,8.1,0,0,23.1,18,5.6,0.7,5.6,0
2015,Tim Wright,DET,25,TE,9,1,16,9,0.563,77,8.6,2,6,43.8,26,4.8,1,8.6,0
2015,Donald Brown,SDG,28,RB,10,2,13,8,0.615,88,11,0,2,46.2,31,6.8,0.8,8.8,1
2015,Chase Coffman,2TM,29,TE,2,0,11,8,0.727,71,8.9,1,10,54.5,16,6.5,4,35.5,0
2015,Jerome Cunningham,NYG,24,TE,9,3,16,8,0.5,59,7.4,0,4,37.5,16,3.7,0.9,6.6,0
2015,Gavin Escobar,DAL,24,TE,14,4,13,8,0.615,64,8,1,5,38.5,22,4.9,0.6,4.6,1
2015,Kendall Gaskins,SFO,25,RB,9,0,10,8,0.8,69,8.6,0,3,60,16,6.9,0.9,7.7,0
2015,Ryan Hewitt,CIN,24,TE,15,12,12,8,0.667,99,12.4,0,3,66.7,22,8.3,0.5,6.6,0
2015,Jesse James,PIT,21,TE,8,2,11,8,0.727,56,7,1,2,54.5,20,5.1,1,7,0
2015,Rashad Ross,WAS,25,WR,13,0,13,8,0.615,184,23,1,5,46.2,71,14.2,0.6,14.2,0
2015,Jay Ajayi,MIA,22,RB,9,0,11,7,0.636,90,12.9,0,5,54.5,20,8.2,0.8,10,0
2015,Mike Davis,SFO,22,RB,6,0,13,7,0.538,38,5.4,0,2,30.8,11,2.9,1.2,6.3,0
2015,Jonas Gray,2TM,25,RB,8,0,8,7,0.875,76,10.9,0,4,62.5,25,9.5,0.9,9.5,0
2015,Demetrius Harris,KAN,24,TE,16,9,11,7,0.636,74,10.6,1,2,45.5,25,6.7,0.4,4.6,0
2015,Taiwan Jones,OAK,27,RB,12,0,9,7,0.778,106,15.1,1,4,66.7,59,11.8,0.6,8.8,2
2015,Marlon Moore,CLE,28,WR,14,2,10,7,0.7,81,11.6,1,6,60,20,8.1,0.5,5.8,0
2015,Hakeem Nicks,NYG,27,WR,6,2,14,7,0.5,54,7.7,0,2,42.9,19,3.9,1.2,9,0
2015,Brandon Pettigrew,DET,30,TE,8,8,15,7,0.467,67,9.6,1,4,40,21,4.5,0.9,8.4,0
2015,Devin Street,DAL,24,WR,15,2,13,7,0.538,114,16.3,1,6,53.8,25,8.8,0.5,7.6,1
2015,Levine Toilolo,ATL,24,TE,16,15,12,7,0.583,44,6.3,0,3,50,11,3.7,0.4,2.8,0
2015,Robert Turbin,2TM,26,RB,10,0,10,7,0.7,23,3.3,0,0,10,15,2.3,0.7,2.3,0
2015,Myles White,NYG,25,WR,12,0,20,7,0.35,88,12.6,1,4,25,28,4.4,0.6,7.3,0
2015,LeGarrette Blount,NWE,29,RB,12,6,7,6,0.857,43,7.2,1,3,42.9,14,6.1,0.5,3.6,1
2015,Daniel Brown,BAL,23,WR,6,1,11,6,0.545,64,10.7,0,4,45.5,31,5.8,1,10.7,0
2015,Michael Burton,DET,23,TE,16,7,6,6,1,39,6.5,1,3,83.3,12,6.5,0.4,2.4,0
2015,Anthony Dixon,BUF,28,RB,16,1,7,6,0.857,44,7.3,0,1,42.9,14,6.3,0.4,2.8,0
2015,Jim Dray,CLE,29,TE,16,10,16,6,0.375,61,10.2,0,3,31.3,18,3.8,0.4,3.8,0
2015,Daniel Fells,NYG,32,TE,2,1,7,6,0.857,60,10,0,4,71.4,23,8.6,3,30,0
2015,Mike Gillislee,BUF,25,RB,5,1,7,6,0.857,29,4.8,0,2,28.6,14,4.1,1.2,5.8,1
2015,Jarryd Hayne,SFO,27,RB,8,1,7,6,0.857,27,4.5,0,2,42.9,7,3.9,0.8,3.4,3
2015,Akeem Hunt,HOU,22,RB,7,1,10,6,0.6,39,6.5,0,2,20,27,3.9,0.9,5.6,0
2015,Chris Johnson,ARI,30,RB,11,9,13,6,0.462,58,9.7,0,1,23.1,40,4.5,0.5,5.3,2
2015,John Kuhn,GNB,33,RB,16,6,10,6,0.6,56,9.3,0,3,40,19,5.6,0.4,3.5,0
2015,Cody Latimer,DEN,23,WR,14,1,11,6,0.545,59,9.8,1,4,45.5,15,5.4,0.4,4.2,0
2015,Zach Line,MIN,25,RB,16,5,9,6,0.667,95,15.8,1,4,55.6,49,10.6,0.4,5.9,0
2015,James O'Shaughnessy,KAN,23,TE,7,3,9,6,0.667,87,14.5,0,4,55.6,30,9.7,0.9,12.4,0
2015,Chris Owusu,NYJ,25,WR,3,2,13,6,0.462,80,13.3,0,2,30.8,43,6.2,2,26.7,0
2015,Josh Robinson,IND,23,RB,5,0,6,6,1,33,5.5,0,2,83.3,9,5.5,1.2,6.6,1
2015,Juwan Thompson,DEN,23,RB,15,1,9,6,0.667,51,8.5,0,1,33.3,16,5.7,0.4,3.4,0
2015,Spencer Ware,KAN,24,RB,11,2,6,6,1,5,0.8,0,0,0,5,0.8,0.5,0.5,0
2015,Lucky Whitehead,DAL,23,WR,15,1,8,6,0.75,16,2.7,0,1,25,8,2,0.4,1.1,1
2015,Darrel Young,WAS,28,LB,16,3,6,6,1,22,3.7,0,0,66.7,8,3.7,0.4,1.4,1
2015,Cameron Artis-Payne,CAR,25,RB,7,0,5,5,1,58,11.6,0,4,100,20,11.6,0.7,8.3,0
2015,Dwayne Bowe,CLE,31,WR,7,0,13,5,0.385,53,10.6,0,3,38.5,16,4.1,0.7,7.6,0
2015,Michael Campanaro,BAL,24,WR,4,0,6,5,0.833,35,7,0,1,66.7,11,5.8,1.3,8.8,0
2015,Jeff Cumberland,NYJ,28,TE,15,6,14,5,0.357,77,15.4,0,3,28.6,44,5.5,0.3,5.1,0
2015,Jalston Fowler,TEN,25,RB,16,0,6,5,0.833,44,8.8,1,3,66.7,19,7.3,0.3,2.8,0
2015,Cory Harkey,STL,25,TE,16,5,6,5,0.833,26,5.2,0,2,83.3,12,4.3,0.3,1.6,0
2015,Austin Johnson,NOR,26,RB,10,1,8,5,0.625,30,6,0,3,37.5,12,3.8,0.5,3,0
2015,Preston Parker,NYG,28,WR,2,1,12,5,0.417,40,8,0,1,33.3,15,3.3,2.5,20,0
2015,Jerome Simpson,SFO,29,WR,6,1,19,5,0.263,54,10.8,1,4,21.1,16,2.8,0.8,9,0
2015,Jake Stoneburner,MIA,26,TE,11,1,5,5,1,47,9.4,2,3,80,13,9.4,0.5,4.3,0
2015,Lorenzo Taliaferro,BAL,24,RB,3,0,5,5,1,29,5.8,0,0,60,11,5.8,1.7,9.7,0
2015,Zurlon Tipton,IND,25,RB,10,0,8,5,0.625,57,11.4,0,2,25,27,7.1,0.5,5.7,0
2015,Tommy Bohanon,NYJ,25,RB,16,4,8,4,0.5,56,14,0,3,37.5,23,7,0.3,3.5,0
2015,Reggie Bush,SFO,30,RB,5,1,10,4,0.4,19,4.8,0,1,10,8,1.9,0.8,3.8,0
2015,Corey Fuller,DET,25,WR,12,0,9,4,0.444,76,19,0,3,44.4,48,8.4,0.3,6.3,1
2015,Garrett Graham,HOU,29,TE,8,2,19,4,0.211,30,7.5,1,1,21.1,9,1.6,0.5,3.8,0
2015,T.J. Graham,NOR,26,WR,4,1,4,4,1,24,6,0,1,25,18,6,1,6,0
2015,Rob Housler,2TM,27,TE,10,0,7,4,0.571,33,8.3,0,6,57.1,12,4.7,0.4,3.3,0
2015,Malcolm Johnson,CLE,23,RB,12,5,6,4,0.667,15,3.8,0,0,0,8,2.5,0.3,1.3,0
2015,Ricardo Lockette,SEA,29,WR,8,0,7,4,0.571,69,17.3,1,2,28.6,40,9.9,0.5,8.6,0
2015,Troy Niklas,ARI,23,TE,16,3,4,4,1,33,8.3,2,3,100,13,8.3,0.3,2.1,0
2015,Andrew Quarless,GNB,27,TE,5,1,5,4,0.8,31,7.8,0,1,60,13,6.2,0.8,6.2,0
2015,Stevan Ridley,NYJ,26,RB,8,1,5,4,0.8,-2,-0.5,0,0,0,3,-0.4,0.5,-0.3,0
2015,Anthony Sherman,KAN,27,RB,16,2,5,4,0.8,34,8.5,0,1,20,18,6.8,0.3,2.1,0
2015,Terrance West,2TM,24,RB,8,0,5,4,0.8,21,5.3,0,0,20,8,4.2,0.5,2.6,2
2015,Trey Burton,PHI,24,TE,16,0,4,3,0.75,54,18,0,1,75,43,13.5,0.2,3.4,0
2015,Ka'Deem Carey,CHI,23,RB,11,1,3,3,1,19,6.3,1,2,100,11,6.3,0.3,1.7,1
2015,Orleans Darkwa,NYG,23,RB,16,0,5,3,0.6,31,10.3,0,2,60,15,6.2,0.2,1.9,0
2015,Kellen Davis,NYJ,30,TE,16,9,11,3,0.273,18,6,1,2,27.3,9,1.6,0.2,1.1,0
2015,Toby Gerhart,JAX,28,RB,7,1,5,3,0.6,23,7.7,0,1,40,8,4.6,0.4,3.3,0
2015,Matt LaCosse,NYG,23,TE,2,0,3,3,1,22,7.3,0,2,66.7,10,7.3,1.5,11,0
2015,Christine Michael,2TM,25,RB,8,2,6,3,0.5,16,5.3,0,2,16.7,11,2.7,0.4,2,0
2015,Tony Moeaki,ATL,28,TE,11,0,5,3,0.6,58,19.3,1,3,60,42,11.6,0.3,5.3,0
2015,Bernard Pierce,JAX,24,RB,7,0,5,3,0.6,7,2.3,0,0,40,6,1.4,0.4,1,0
2015,Bobby Rainey,TAM,28,RB,16,0,3,3,1,16,5.3,0,1,66.7,8,5.3,0.2,1,8
2015,Greg Salas,BUF,27,WR,2,0,5,3,0.6,41,13.7,0,3,60,20,8.2,1.5,20.5,0
2015,Russell Shepard,TAM,25,WR,13,2,9,3,0.333,28,9.3,1,3,33.3,18,3.1,0.2,2.2,0
2015,Kevin Smith,SEA,24,WR,7,1,5,3,0.6,43,14.3,0,2,60,21,8.6,0.4,6.1,0
2015,Phillip Supernaw,TEN,25,TE,16,1,4,3,0.75,32,10.7,0,1,50,16,8,0.2,2,1
2015,Michael Williams,NWE,25,TE,15,9,6,3,0.5,26,8.7,0,1,33.3,15,4.3,0.2,1.7,0
2015,Chandler Worthy,HOU,22,WR,3,0,4,3,0.75,14,4.7,0,1,25,12,3.5,1,4.7,1
2015,Tyson Alualu,JAX,28,LDT,16,13,3,2,0.667,19,9.5,0,2,66.7,16,6.3,0.1,1.2,0
2015,Tevin Coleman,ATL,22,RB,12,3,11,2,0.182,14,7,0,0,9.1,10,1.3,0.2,1.2,3
2015,B.J. Daniels,2TM,27,QB,8,0,2,2,1,18,9,0,0,0,12,9,0.3,2.3,0
2015,Geremy Davis,NYG,23,WR,10,0,3,2,0.667,21,10.5,0,1,33.3,16,7,0.2,2.1,0
2015,Knile Davis,KAN,24,RB,14,0,3,2,0.667,24,12,0,1,33.3,12,8,0.1,1.7,0
2015,Marquise Goodwin,BUF,25,WR,2,0,2,2,1,24,12,0,2,100,14,12,1,12,0
2015,Corey Grant,JAX,24,RB,6,0,3,2,0.667,13,6.5,0,0,66.7,8,4.3,0.3,2.2,1
2015,Jeff Janis,GNB,24,WR,16,0,12,2,0.167,79,39.5,0,2,16.7,46,6.6,0.1,4.9,0
2015,Will Johnson,PIT,26,FB,16,3,4,2,0.5,16,8,0,1,50,11,4,0.1,1,0
2015,Jonathan Krause,PHI,23,WR,2,0,4,2,0.5,11,5.5,0,0,0,7,2.8,1,5.5,0
2015,Jorvorskie Lane,TAM,28,TE,16,6,2,2,1,13,6.5,0,0,0,8,6.5,0.1,0.8,0
2015,Tre McBride,TEN,23,WR,7,0,4,2,0.5,8,4,1,1,50,7,2,0.3,1.1,0
2015,Roosevelt Nix,PIT,23,RB,15,4,3,2,0.667,16,8,0,1,66.7,10,5.3,0.1,1.1,0
2015,Cordarrelle Patterson,MIN,24,WR,16,1,2,2,1,10,5,0,1,50,9,5,0.1,0.6,1
2015,Matt Spaeth,PIT,32,TE,13,7,3,2,0.667,10,5,0,1,66.7,6,3.3,0.2,0.8,0
2015,Brandon Tate,CIN,28,WR,16,0,3,2,0.667,59,29.5,1,1,66.7,55,19.7,0.1,3.7,1
2015,Deonte Thompson,CHI,26,WR,7,0,3,2,0.667,81,40.5,0,2,66.7,45,27,0.3,11.6,0
2015,Andrew Turzilli,TEN,24,WR,3,0,2,2,1,25,12.5,0,1,100,18,12.5,0.7,8.3,0
2015,Darren Waller,BAL,23,WR,6,1,6,2,0.333,18,9,0,1,16.7,17,3,0.3,3,0
2015,DeAndrew White,SFO,24,WR,4,0,2,2,1,18,9,0,2,100,10,9,0.5,4.5,1
2015,Kerwynn Williams,ARI,24,RB,6,0,2,2,1,16,8,0,1,50,12,8,0.3,2.7,1
2015,Tyrell Williams,SDG,23,WR,7,0,6,2,0.333,90,45,1,0,0,80,15,0.3,12.9,0
2015,Zach Zenner,DET,24,RB,6,1,3,2,0.667,11,5.5,0,0,33.3,7,3.7,0.3,1.8,0
2015,Seyi Ajirotutu,PHI,28,WR,13,0,3,1,0.333,4,4,0,0,0,4,1.3,0.1,0.3,0
2015,Mario Alford,CIN,23,WR,1,0,1,1,1,15,15,0,1,100,15,15,1,15,0
2015,E.J. Bibbs,CLE,24,TE,7,0,2,1,0.5,7,7,0,0,0,7,3.5,0.1,1,0
2015,Tom Brady,NWE,38,QB,16,16,1,1,1,36,36,0,1,100,36,36,0.1,2.3,6
2015,Malcolm Brown,STL,22,RB,1,0,1,1,1,-2,-2,0,1,0,-2,-2,1,-2,0
2015,Vincent Brown,SDG,26,WR,1,0,2,1,0.5,22,22,0,1,50,22,11,1,22,0
2015,Asante Cleveland,NWE,23,TE,4,1,1,1,1,1,1,0,0,0,1,1,0.3,0.3,0
2015,Tyler Clutts,DAL,31,RB,16,5,1,1,1,4,4,0,0,0,4,4,0.1,0.3,0
2015,Sammie Coates,PIT,22,WR,6,0,2,1,0.5,11,11,0,1,50,11,5.5,0.2,1.8,0
2015,David Cobb,TEN,22,RB,7,1,2,1,0.5,-2,-2,0,0,0,-2,-1,0.1,-0.3,0
2015,Derrick Coleman,SEA,25,RB,14,3,1,1,1,0,0,0,0,0,0,0,0.1,0,0
2015,Cody Davis,STL,26,DB,16,0,2,1,0.5,20,20,0,1,50,20,10,0.1,1.3,1
2015,Marcus Easley,BUF,28,WR,13,0,3,1,0.333,58,58,1,1,33.3,58,19.3,0.1,4.5,0
2015,Ben Edwards,NYG,23,WR,2,0,2,1,0.5,9,9,0,0,0,9,4.5,0.5,4.5,0
2015,Jerome Felton,BUF,29,RB,16,8,2,1,0.5,12,12,0,0,50,12,6,0.1,0.8,0
2015,Jake Fisher,CIN,22,T,14,1,5,1,0.2,31,31,0,1,20,31,6.2,0.1,2.2,0
2015,Ereck Flowers,NYG,21,LT,15,15,1,1,1,-11,-11,0,0,0,-11,-11,0.1,-0.7,0
2015,Brittan Golden,ARI,27,WR,14,0,1,1,1,5,5,0,1,100,5,5,0.1,0.4,1
2015,MarQueis Gray,BUF,26,TE,4,0,1,1,1,2,2,0,0,0,2,2,0.3,0.5,0
2015,Chris Harper,NWE,22,WR,5,0,3,1,0.333,6,6,0,0,0,6,2,0.2,1.2,1
2015,Mike Iupati,ARI,28,LG,13,13,1,1,1,10,10,0,1,100,10,10,0.1,0.8,0
2015,Steven Jackson,NWE,32,RB,2,1,1,1,1,20,20,0,1,100,20,20,0.5,10,0
2015,Nic Jacobs,JAX,24,TE,11,2,3,1,0.333,6,6,0,0,0,6,2,0.1,0.5,0
2015,David Johnson,SDG,28,TE,16,4,2,1,0.5,4,4,0,0,0,4,2,0.1,0.3,1
2015,Wesley Johnson,NYJ,24,T,10,1,1,1,1,-5,-5,0,0,0,-5,-5,0.1,-0.5,0
2015,Kendall Lamm,HOU,23,T,15,4,1,1,1,7,7,0,1,100,7,7,0.1,0.5,0
2015,Khari Lee,CHI,23,TE,16,7,3,1,0.333,7,7,0,0,0,7,2.3,0.1,0.4,0
2015,Brian Leonhardt,SFO,25,TE,4,0,1,1,1,4,4,0,0,0,4,4,0.3,1,0
2015,Terrence Magee,BAL,22,RB,4,0,1,1,1,2,2,0,0,0,2,2,0.3,0.5,0
2015,Marcus Mariota,TEN,22,QB,12,12,1,1,1,41,41,1,1,100,41,41,0.1,3.4,10
2015,Matthew Mulligan,BUF,30,TE,12,5,1,1,1,2,2,0,0,0,2,2,0.1,0.2,0
2015,Tyler Murphy,PIT,23,QB,2,0,1,1,1,16,16,0,1,100,16,16,0.5,8,0
2015,Nick O'Leary,BUF,23,TE,4,0,3,1,0.333,37,37,0,1,33.3,37,12.3,0.3,9.3,0
2015,Brian Parker,KAN,23,TE,9,0,2,1,0.5,6,6,0,0,0,6,3,0.1,0.7,0
2015,Donald Penn,OAK,32,LT,16,16,1,1,1,3,3,0,0,0,3,3,0.1,0.2,0
2015,Terrelle Pryor,CLE,26,WR,3,2,8,1,0.125,42,42,0,1,12.5,42,5.3,0.3,14,0
2015,Paul Richardson,SEA,23,WR,1,0,1,1,1,40,40,0,1,100,40,40,1,40,0
2015,Aaron Ripkowski,GNB,23,RB,15,0,1,1,1,18,18,0,1,100,18,18,0.1,1.2,0
2015,Jacquizz Rodgers,CHI,25,RB,5,0,3,1,0.333,10,10,0,0,0,10,3.3,0.2,2,0
2015,Scott Simonson,CAR,23,TE,9,0,1,1,1,10,10,0,1,100,10,10,0.1,1.1,0
2015,Rod Smith,2TM,23,RB,11,0,2,1,0.5,6,6,0,2,50,6,3,0.1,0.5,0
2015,Matthew Stafford,DET,27,QB,16,16,1,1,1,-6,-6,0,0,0,-6,-6,0.1,-0.4,4
2015,Rod Streater,OAK,27,WR,1,0,1,1,1,8,8,0,1,100,8,8,1,8,0
2015,Geoff Swaim,DAL,22,TE,4,1,1,1,1,0,0,0,0,0,0,0,0.3,0,0
2015,Ryan Tannehill,MIA,27,QB,16,16,1,1,1,9,9,0,1,100,9,9,0.1,0.6,10
2015,Stepfan Taylor,ARI,24,RB,16,0,3,1,0.333,4,4,0,0,0,4,1.3,0.1,0.3,0
2015,Tyrod Taylor,BUF,26,QB,14,14,1,1,1,4,4,0,0,100,4,4,0.1,0.3,9
2015,Will Tukuafu,SEA,31,FB,14,1,1,1,1,7,7,1,1,100,7,7,0.1,0.5,1
2015,C.J. Uzomah,CIN,22,TE,5,0,1,1,1,4,4,0,1,100,4,4,0.2,0.8,0
2015,Tyler Varga,IND,22,RB,3,0,2,1,0.5,18,18,0,1,50,18,9,0.3,6,0
2015,Eric Weems,ATL,30,WR,16,0,1,1,1,11,11,0,1,100,11,11,0.1,0.7,0
2015,Andre Williams,NYG,23,RB,16,0,3,1,0.333,7,7,0,0,33.3,7,2.3,0.1,0.4,0
2015,Kasen Williams,SEA,23,WR,2,0,1,1,1,8,8,0,1,100,8,8,0.5,4,0
2015,Cierre Wood,BUF,24,RB,2,0,1,1,1,-6,-6,0,0,0,-6,-6,0.5,-3,0
2015,Tony Bergstrom,OAK,29,T,16,3,1,0,0,0,,0,0,0,0,0,0,0,
2015,Bryce Brown,SEA,24,RB,3,0,2,0,0,0,,0,0,0,0,0,0,0,0
2015,Alonzo Harris,GNB,23,RB,6,0,1,0,0,0,,0,0,0,0,0,0,0,0
2015,Matt Hazel,MIA,23,WR,5,1,1,0,0,0,,0,0,0,0,0,0,0,
2015,Seantavius Jones,NOR,23,WR,3,0,1,0,0,0,,0,0,0,0,0,0,0,
2015,Vince Mayle,DAL,24,WR,1,0,1,0,0,0,,0,0,0,0,0,0,0,
2015,Kevin Norwood,CAR,26,WR,1,0,1,0,0,0,,0,0,0,0,0,0,0,
2015,Jay Prosch,HOU,23,RB,16,2,1,0,0,0,,0,0,0,0,0,0,0,0
2015,Joe Reitz,IND,30,RT,16,14,1,0,0,0,,0,0,0,0,0,0,0,0
2015,Rico Richardson,TEN,24,WR,5,0,5,0,0,0,,0,0,0,0,0,0,0,
2015,Mitchell Schwartz,CLE,26,RT,16,16,1,0,0,0,,0,0,0,0,0,0,0,0
2015,Matthew Slater,NWE,30,WR,16,0,1,0,0,0,,0,0,0,0,0,0,0,
2015,Alex Smith,WAS,33,TE,3,1,2,0,0,0,,0,0,0,0,0,0,0,
2015,Jordan Todman,PIT,25,RB,11,0,2,0,0,0,,0,0,0,0,0,0,0,0
2015,Alejandro Villanueva,PIT,27,LT,16,10,1,0,0,0,,0,0,0,0,0,0,0,
2015,J.J. Watt,HOU,26,RDE,16,16,1,0,0,0,,0,0,0,0,0,0,0,0
2014,Antonio Brown,PIT,26,WR,16,16,181,129,0.713,1698,13.2,13,87,60.2,63,9.4,8.1,106.1,2
2014,Demaryius Thomas,DEN,27,WR,16,16,184,111,0.603,1619,14.6,11,69,50.5,86,8.8,6.9,101.2,0
2014,Julio Jones,ATL,25,WR,15,15,163,104,0.638,1593,15.3,6,76,55.8,79,9.8,6.9,106.2,2
2014,Matt Forte,CHI,29,RB,16,16,130,102,0.785,808,7.9,4,28,46.2,56,6.2,6.4,50.5,2
2014,Emmanuel Sanders,DEN,27,WR,16,16,141,101,0.716,1404,13.9,9,69,63.8,48,10,6.3,87.8,1
2014,Golden Tate,DET,26,WR,16,16,144,99,0.688,1331,13.4,4,61,54.2,73,9.2,6.2,83.2,1
2014,Jordy Nelson,GNB,29,WR,16,16,151,98,0.649,1519,15.5,13,71,58.9,80,10.1,6.1,94.9,0
2014,Julian Edelman,NWE,28,WR,14,13,134,92,0.687,972,10.6,4,50,55.2,69,7.3,6.6,69.4,3
2014,Odell Beckham Jr.,NYG,22,WR,12,11,130,91,0.7,1305,14.3,12,58,60.8,80,10,7.6,108.8,1
2014,Randall Cobb,GNB,24,WR,16,16,127,91,0.717,1287,14.1,12,71,63,70,10.1,5.7,80.4,3
2014,Martellus Bennett,CHI,27,TE,16,15,128,90,0.703,916,10.2,6,43,51.6,37,7.2,5.6,57.3,0
2014,Dez Bryant,DAL,26,WR,16,16,136,88,0.647,1320,15,16,60,55.1,68,9.7,5.5,82.5,0
2014,Jimmy Graham,NOR,28,TE,16,13,125,85,0.68,889,10.5,10,54,62.4,29,7.1,5.3,55.6,2
2014,Alshon Jeffery,CHI,24,WR,16,16,145,85,0.586,1133,13.3,10,60,51,74,7.8,5.3,70.8,1
2014,Andre Johnson,HOU,33,WR,15,15,146,85,0.582,936,11,3,50,47.3,35,6.4,5.7,62.4,3
2014,Jeremy Maclin,PHI,26,WR,16,16,143,85,0.594,1318,15.5,10,56,52.4,72,9.2,5.3,82.4,0
2014,Jarvis Landry,MIA,22,WR,16,11,112,84,0.75,758,9,5,50,52.7,25,6.8,5.3,47.4,7
