Year,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
2021,Emmanuel Sanders,BUF,34,WR,14,13,72,42,0.583,626,14.9,4,31,52.8,41,8.7,3,44.7,0
2021,Saquon Barkley,NYG,24,RB,13,13,57,41,0.719,263,6.4,2,13,36.8,54,4.6,3.2,20.2,2
2021,Brandon Bolden,NWE,31,RB,17,1,49,41,0.837,405,9.9,2,21,49,28,8.3,2.4,23.8,1
2021,Adam Humphries,WAS,28,WR,17,11,62,41,0.661,383,9.3,0,23,43.5,27,6.2,2.4,22.5,0
2021,Devontae Booker,NYG,29,RB,16,4,45,40,0.889,268,6.7,1,11,51.1,41,6,2.5,16.8,0
2021,Nyheim Hines,IND,25,RB,17,4,57,40,0.702,310,7.8,1,15,42.1,36,5.4,2.4,18.2,3
2021,Allen Lazard,GNB,26,WR,15,13,60,40,0.667,513,12.8,8,28,60,42,8.6,2.7,34.2,0
2021,DeVante Parker,MIA,28,WR,10,8,73,40,0.548,515,12.9,2,29,50.7,42,7.1,4,51.5,0
2021,Devin Singletary,BUF,24,RB,17,16,50,40,0.8,228,5.7,1,11,48,19,4.6,2.4,13.4,5
2021,Jonathan Taylor,IND,22,RB,17,17,51,40,0.784,360,9,2,12,43.1,76,7.1,2.4,21.2,4
2021,Ray-Ray McCloud,PIT,25,WR,16,5,66,39,0.591,277,7.1,0,18,34.8,24,4.2,2.4,17.3,4
2021,Tony Pollard,DAL,24,RB,15,0,46,39,0.848,337,8.6,0,15,58.7,32,7.3,2.6,22.5,2
2021,Kadarius Toney,NYG,22,WR,10,4,57,39,0.684,420,10.8,0,21,52.6,38,7.4,3.9,42,0
2021,Ameer Abdullah,2TM,28,RB,17,1,53,38,0.717,289,7.6,1,13,45.3,23,5.5,2.2,17,0
2021,Austin Hooper,CLE,27,TE,16,16,61,38,0.623,345,9.1,3,18,55.7,34,5.7,2.4,21.6,0
2021,Jerry Jeudy,DEN,22,WR,10,5,56,38,0.679,467,12.3,0,22,53.6,40,8.3,3.8,46.7,1
2021,Zach Pascal,IND,27,WR,16,13,69,38,0.551,384,10.1,3,16,37.7,41,5.6,2.4,24,1
2021,Allen Robinson,CHI,28,WR,12,11,66,38,0.576,410,10.8,1,22,47,39,6.2,3.2,34.2,0
2021,Nick Westbrook-Ikhine,TEN,24,WR,16,7,57,38,0.667,476,12.5,4,23,54.4,46,8.4,2.4,29.8,1
2021,Nelson Agholor,NWE,28,WR,15,13,64,37,0.578,473,12.8,3,23,45.3,44,7.4,2.5,31.5,0
2021,James Conner,ARI,26,RB,15,6,39,37,0.949,375,10.1,3,18,71.8,45,9.6,2.5,25,2
2021,Kenny Golladay,NYG,28,WR,14,14,76,37,0.487,521,14.1,0,27,44.7,36,6.9,2.6,37.2,0
2021,Christian McCaffrey,CAR,25,RB,7,7,41,37,0.902,343,9.3,1,21,65.9,32,8.4,5.3,49,1
2021,Michael Carter,NYJ,22,RB,14,11,55,36,0.655,325,9,0,16,47.3,23,5.9,2.6,23.2,1
2021,Deonte Harty,NOR,24,WR,13,1,59,36,0.61,570,15.8,3,23,50.8,72,9.7,2.8,43.8,2
2021,Tyler Johnson,TAM,23,WR,17,3,55,36,0.655,360,10,0,14,43.6,31,6.5,2.1,21.2,0
2021,David Njoku,CLE,25,TE,16,11,53,36,0.679,475,13.2,4,17,56.6,71,9,2.3,29.7,0
2021,Sterling Shepard,NYG,28,WR,7,6,53,36,0.679,366,10.2,1,19,47.2,37,6.9,5.1,52.3,0
2021,Dan Arnold,2TM,26,WR,11,4,52,35,0.673,408,11.7,0,20,55.8,28,7.8,3.2,37.1,1
2021,Gabriel Davis,BUF,22,WR,16,4,63,35,0.556,549,15.7,6,29,47.6,49,8.7,2.2,34.3,0
2021,Michael Gallup,DAL,25,WR,9,8,62,35,0.565,445,12.7,2,23,50,41,7.2,3.9,49.4,0
2021,Dalvin Cook,MIN,26,RB,13,13,49,34,0.694,224,6.6,0,9,38.8,24,4.6,2.6,17.2,3
2021,Corey Davis,NYJ,26,WR,9,9,59,34,0.576,492,14.5,4,23,50.8,53,8.3,3.8,54.7,2
2021,AJ Dillon,GNB,23,RB,17,2,37,34,0.919,313,9.2,2,15,62.2,50,8.5,2,18.4,2
2021,Bryan Edwards,LVR,23,WR,16,12,59,34,0.576,571,16.8,3,26,50.8,51,9.7,2.1,35.7,1
2021,Anthony Firkser,TEN,26,FB,15,1,43,34,0.791,291,8.6,2,15,55.8,24,6.8,2.3,19.4,2
2021,Devonta Freeman,BAL,29,RB,16,8,42,34,0.81,190,5.6,1,9,42.9,15,4.5,2.1,11.9,0
2021,Ty Johnson,NYJ,24,RB,16,3,55,34,0.618,372,10.9,2,20,47.3,23,6.8,2.1,23.3,2
2021,Donovan Peoples-Jones,CLE,22,WR,14,9,58,34,0.586,597,17.6,3,26,51.7,60,10.3,2.4,42.6,2
2021,Durham Smythe,MIA,26,TE,17,12,41,34,0.829,357,10.5,0,15,65.9,25,8.7,2,21,0
2021,Nico Collins,HOU,22,WR,14,8,60,33,0.55,446,13.5,1,22,48.3,32,7.4,2.4,31.9,0
2021,Devin Duvernay,BAL,24,WR,16,7,47,33,0.702,272,8.2,2,14,46.8,21,5.8,2.1,17,1
2021,Kenneth Gainwell,PHI,22,RB,16,1,50,33,0.66,253,7.7,1,14,44,19,5.1,2.1,15.8,2
2021,Albert Okwuegbunam,DEN,23,TE,14,6,40,33,0.825,330,10,2,15,60,64,8.3,2.4,23.6,1
2021,Josh Palmer,LAC,22,WR,17,5,49,33,0.673,353,10.7,4,18,55.1,36,7.2,1.9,20.8,0
2021,Jalen Reagor,PHI,22,WR,17,13,57,33,0.579,299,9.1,2,13,36.8,34,5.2,1.9,17.6,2
2021,Laquon Treadwell,JAX,26,WR,12,7,51,33,0.647,434,13.2,1,22,56.9,41,8.5,2.8,36.2,0
2021,David Johnson,HOU,30,RB,13,4,42,32,0.762,225,7,1,11,42.9,16,5.4,2.5,17.3,1
2021,Alexander Mattison,MIN,23,RB,16,4,39,32,0.821,228,7.1,1,10,43.6,24,5.8,2,14.3,1
2021,Tre'Quan Smith,NOR,25,WR,11,6,50,32,0.64,377,11.8,3,18,52,34,7.5,2.9,34.3,1
2021,Jalen Guyton,LAC,24,WR,16,2,48,31,0.646,448,14.5,3,21,60.4,59,9.3,1.9,28,1
2021,Julio Jones,TEN,32,WR,10,10,48,31,0.646,434,14,1,19,52.1,51,9,3.1,43.4,0
2021,Calvin Ridley,ATL,27,WR,5,5,52,31,0.596,281,9.1,2,16,46.2,22,5.4,6.2,56.2,0
2021,James Robinson,JAX,23,RB,14,13,46,31,0.674,222,7.2,0,9,41.3,26,4.8,2.2,15.9,4
2021,Geoff Swaim,TEN,28,TE,16,16,40,31,0.775,210,6.8,3,12,52.5,26,5.3,1.9,13.1,0
2021,Olamide Zaccheaus,ATL,24,WR,17,8,53,31,0.585,406,13.1,3,22,49.1,49,7.7,1.8,23.9,0
2021,Cameron Brate,TAM,30,TE,17,3,57,30,0.526,245,8.2,4,15,43.9,18,4.3,1.8,14.4,0
2021,Kenyan Drake,LVR,27,RB,12,2,40,30,0.75,291,9.7,1,12,57.5,31,7.3,2.5,24.3,1
2021,Kyle Juszczyk,SFO,30,FB,17,16,38,30,0.789,296,9.9,1,16,63.2,26,7.8,1.8,17.4,0
2021,Foster Moreau,LVR,24,TE,17,11,44,30,0.682,373,12.4,3,16,52.3,44,8.5,1.8,21.9,1
2021,Chester Rogers,TEN,27,WR,16,2,43,30,0.698,301,10,1,12,44.2,39,7,1.9,18.8,4
2021,Ricky Seals-Jones,WAS,26,TE,13,6,49,30,0.612,271,9,2,14,40.8,39,5.5,2.3,20.8,0
2021,Jack Doyle,IND,31,TE,17,14,43,29,0.674,302,10.4,3,18,53.5,34,7,1.7,17.8,0
2021,Darrell Henderson,LAR,24,RB,12,10,40,29,0.725,176,6.1,3,8,40,25,4.4,2.4,14.7,0
2021,Josh Reynolds,2TM,26,WR,12,5,49,29,0.592,396,13.7,2,21,53.1,39,8.1,2.4,33,0
2021,Randall Cobb,GNB,31,WR,12,3,39,28,0.718,375,13.4,5,21,59,54,9.6,2.3,31.3,1
2021,Keelan Cole,NYJ,28,WR,15,11,51,28,0.549,449,16,1,20,49,54,8.8,1.9,29.9,0
2021,Melvin Gordon,DEN,28,RB,16,16,38,28,0.737,213,7.6,2,9,36.8,30,5.6,1.8,13.3,3
2021,Jeremy McNichols,TEN,26,RB,14,0,38,28,0.737,240,8.6,1,11,39.5,27,6.3,2,17.1,0
2021,Jonnu Smith,NWE,26,TE,16,11,45,28,0.622,294,10.5,1,15,40,28,6.5,1.8,18.4,1
2021,Ryan Griffin,NYJ,31,TE,14,12,42,27,0.643,261,9.7,2,14,50,29,6.2,1.9,18.6,1
2021,Mark Ingram,2TM,32,RB,14,10,35,27,0.771,162,6,0,9,45.7,34,4.6,1.9,11.6,1
2021,Samaje Perine,CIN,26,RB,16,0,31,27,0.871,196,7.3,1,9,35.5,23,6.3,1.7,12.3,0
2021,Adam Trautman,NOR,24,TE,13,10,43,27,0.628,263,9.7,2,13,46.5,32,6.1,2.1,20.2,1
2021,Sammy Watkins,BAL,28,WR,13,9,49,27,0.551,394,14.6,1,17,46.9,49,8,2.1,30.3,1
2021,Damiere Byrd,CHI,28,WR,17,4,38,26,0.684,329,12.7,1,18,57.9,54,8.7,1.5,19.4,1
2021,Hayden Hurst,ATL,28,TE,13,5,31,26,0.839,221,8.5,3,11,58.1,33,7.1,2,17,3
2021,Kyle Rudolph,NYG,32,TE,16,13,39,26,0.667,257,9.9,1,12,53.8,60,6.6,1.6,16.1,0
2021,Miles Sanders,PHI,24,RB,12,12,34,26,0.765,158,6.1,0,6,38.2,25,4.6,2.2,13.2,1
2021,Darius Slayton,NYG,24,WR,13,5,58,26,0.448,339,13,2,14,31,42,5.8,2,26.1,1
2021,Marquez Valdes-Scantling,GNB,27,WR,11,7,55,26,0.473,430,16.5,3,18,38.2,75,7.8,2.4,39.1,0
2021,Jamaal Williams,DET,26,RB,13,11,28,26,0.929,157,6,0,6,60.7,15,5.6,2,12.1,1
2021,Rex Burkhead,HOU,31,RB,16,5,32,25,0.781,186,7.4,0,9,46.9,20,5.8,1.6,11.6,1
2021,Josiah Deguara,GNB,24,TE,16,2,33,25,0.758,245,9.8,2,9,48.5,62,7.4,1.6,15.3,0
2021,Chuba Hubbard,CAR,22,RB,17,10,37,25,0.676,174,7,1,8,40.5,33,4.7,1.5,10.2,1
2021,Demarcus Robinson,KAN,27,WR,17,10,41,25,0.61,264,10.6,3,13,43.9,33,6.4,1.5,15.5,0
2021,Tajae Sharpe,ATL,27,WR,15,7,37,25,0.676,230,9.2,0,14,48.6,17,6.2,1.7,15.3,0
2021,Freddie Swain,SEA,23,WR,17,8,40,25,0.625,343,13.7,4,12,40,68,8.6,1.5,20.2,1
2021,Albert Wilson,MIA,29,WR,14,5,39,25,0.641,213,8.5,0,10,41,64,5.5,1.8,15.2,0
2021,Jamal Agnew,JAX,26,WR,10,2,39,24,0.615,229,9.5,1,14,48.7,29,5.9,2.4,22.9,1
2021,Jordan Akins,HOU,29,TE,13,3,33,24,0.727,214,8.9,0,11,57.6,31,6.5,1.8,16.5,2
2021,Mo Alie-Cox,IND,28,TE,17,7,45,24,0.533,316,13.2,4,14,42.2,37,7,1.4,18.6,1
2021,Danny Amendola,HOU,36,WR,8,0,38,24,0.632,248,10.3,3,10,47.4,39,6.5,3,31,1
2021,Tavon Austin,JAX,31,WR,13,3,37,24,0.649,213,8.9,1,11,45.9,25,5.8,1.8,16.4,1
2021,DeAndre Carter,WAS,28,WR,17,6,44,24,0.545,296,12.3,3,17,45.5,26,6.7,1.4,17.4,3
2021,Rashard Higgins,CLE,27,WR,15,4,47,24,0.511,275,11.5,1,16,46.8,21,5.9,1.6,18.3,0
2021,Jauan Jennings,SFO,24,WR,16,1,38,24,0.632,282,11.8,5,15,50,34,7.4,1.5,17.6,1
2021,James O'Shaughnessy,JAX,29,TE,7,6,34,24,0.706,244,10.2,0,10,52.9,30,7.2,3.4,34.9,0
2021,Henry Ruggs III,LVR,22,WR,7,7,36,24,0.667,469,19.5,2,16,58.3,61,13,3.4,67,0
2021,James Washington,PIT,25,WR,15,2,44,24,0.545,285,11.9,2,9,38.6,42,6.5,1.6,19,0
2021,Giovani Bernard,TAM,30,RB,12,0,29,23,0.793,123,5.3,3,8,44.8,32,4.2,1.9,10.3,1
2021,Pharaoh Brown,HOU,27,TE,15,12,34,23,0.676,171,7.4,0,6,35.3,29,5,1.5,11.4,1
2021,Jamycal Hasty,SFO,25,RB,11,0,29,23,0.793,157,6.8,0,7,51.7,23,5.4,2.1,14.3,2
2021,T.Y. Hilton,IND,32,WR,10,9,37,23,0.622,331,14.4,3,15,56.8,52,8.9,2.3,33.1,0
2021,Marcedes Lewis,GNB,37,TE,17,17,28,23,0.821,214,9.3,0,10,57.1,23,7.6,1.4,12.6,1
2021,Zack Moss,BUF,24,RB,13,0,32,23,0.719,197,8.6,1,12,53.1,24,6.2,1.8,15.2,2
2021,Chris Conley,HOU,29,WR,16,10,37,22,0.595,323,14.7,2,15,48.6,41,8.7,1.4,20.2,1
2021,Kareem Hunt,CLE,26,RB,8,1,27,22,0.815,174,7.9,0,10,51.9,23,6.4,2.8,21.8,0
2021,Justin Jackson,LAC,25,RB,14,2,25,22,0.88,178,8.1,0,8,68,25,7.1,1.6,12.7,1
2021,Harrison Bryant,CLE,23,TE,16,3,28,21,0.75,233,11.1,3,14,64.3,41,8.3,1.3,14.6,0
2021,DeeJay Dallas,SEA,23,RB,17,0,23,21,0.913,133,6.3,0,4,56.5,29,5.8,1.2,7.8,1
2021,Will Dissly,SEA,25,TE,15,14,26,21,0.808,231,11,1,11,61.5,39,8.9,1.4,15.4,1
2021,Sony Michel,LAR,26,RB,17,7,33,21,0.636,128,6.1,1,6,42.4,24,3.9,1.2,7.5,1
2021,Chris Moore,HOU,28,WR,12,1,22,21,0.955,227,10.8,2,6,54.5,67,10.3,1.8,18.9,0
2021,John Bates,WAS,24,TE,17,8,25,20,0.8,249,12.5,1,11,68,32,10,1.2,14.6,1
2021,Nick Chubb,CLE,26,RB,14,14,25,20,0.8,174,8.7,1,9,52,40,7,1.4,12.4,2
2021,Marquise Goodwin,CHI,31,WR,14,2,40,20,0.5,313,15.7,1,12,45,50,7.8,1.4,22.4,1
2021,DeSean Jackson,2TM,35,WR,16,4,34,20,0.588,454,22.7,2,12,52.9,75,13.4,1.3,28.4,1
2021,Brevin Jordan,HOU,21,TE,9,2,28,20,0.714,178,8.9,3,10,53.6,27,6.4,2.2,19.8,0
2021,Isaiah McKenzie,BUF,26,WR,15,2,26,20,0.769,178,8.9,1,13,61.5,28,6.8,1.3,11.9,2
2021,Donald Parham,LAC,24,TE,14,9,27,20,0.741,190,9.5,3,13,55.6,22,7,1.4,13.6,0
2021,Tommy Tremble,CAR,21,TE,16,11,35,20,0.571,180,9,1,10,40,30,5.1,1.3,11.3,0
2021,Clyde Edwards-Helaire,KAN,22,RB,10,10,23,19,0.826,129,6.8,2,8,56.5,29,5.6,1.9,12.9,2
2021,Zach Gentry,PIT,25,TE,17,12,25,19,0.76,167,8.8,0,11,48,25,6.7,1.1,9.8,0
2021,Dontrell Hilliard,TEN,26,RB,8,5,26,19,0.731,87,4.6,0,7,34.6,28,3.3,2.4,10.9,2
2021,D'Ernest Johnson,CLE,25,RB,17,2,25,19,0.76,137,7.2,0,7,44,18,5.5,1.1,8.1,1
2021,Elijah Mitchell,SFO,23,RB,11,10,20,19,0.95,137,7.2,1,6,50,14,6.9,1.7,12.5,0
2021,Antoine Wesley,ARI,24,WR,15,4,32,19,0.594,208,10.9,3,9,46.9,33,6.5,1.3,13.9,0
2021,Demetric Felton,CLE,23,WR,16,2,21,18,0.857,181,10.1,2,10,57.1,33,8.6,1.1,11.3,4
2021,Damien Harris,NWE,24,RB,15,15,21,18,0.857,132,7.3,0,4,61.9,21,6.3,1.2,8.8,2
2021,Derrick Henry,TEN,27,RB,8,8,20,18,0.9,154,8.6,0,7,80,16,7.7,2.3,19.3,1
2021,Ian Thomas,CAR,25,TE,17,13,30,18,0.6,188,10.4,0,6,43.3,41,6.3,1.1,11.1,0
2021,Logan Thomas,WAS,30,TE,6,6,25,18,0.72,196,10.9,3,10,64,35,7.8,3,32.7,1
2021,Robert Tonyan,GNB,27,TE,8,5,29,18,0.621,204,11.3,2,10,44.8,33,7,2.3,25.5,0
2021,Brandon Zylstra,CAR,28,WR,13,3,25,18,0.72,250,13.9,1,10,60,55,10,1.4,19.2,0
2021,C.J. Ham,MIN,28,FB,17,8,18,17,0.944,125,7.4,0,6,55.6,27,6.9,1,7.4,0
2021,Terrace Marshall Jr.,CAR,21,WR,13,3,30,17,0.567,138,8.1,0,7,36.7,23,4.6,1.3,10.6,0
2021,Stephen Anderson,LAC,28,TE,17,4,19,16,0.842,165,10.3,1,9,63.2,34,8.7,0.9,9.7,0
2021,Noah Brown,DAL,25,WR,13,1,25,16,0.64,184,11.5,0,6,52,27,7.4,1.2,14.2,0
2021,Travis Homer,SEA,23,RB,14,0,20,16,0.8,161,10.1,0,8,50,31,8.1,1.1,11.5,0
2021,Tyler Kroft,NYJ,29,TE,9,6,25,16,0.64,173,10.8,1,9,48,26,6.9,1.8,19.2,0
2021,Ty Montgomery,NOR,28,WR,14,3,26,16,0.615,95,5.9,0,5,38.5,21,3.7,1.1,6.8,0
2021,James Proche,BAL,25,WR,14,0,20,16,0.8,202,12.6,0,10,80,32,10.1,1.1,14.4,0
2021,Damien Williams,CHI,29,RB,12,2,23,16,0.696,103,6.4,1,3,30.4,23,4.5,1.3,8.6,0
2021,Maxx Williams,ARI,27,TE,5,5,17,16,0.941,193,12.1,1,9,88.2,34,11.4,3.2,38.6,0
2021,Quintez Cephus,DET,23,WR,5,3,22,15,0.682,204,13.6,2,9,54.5,46,9.3,3,40.8,0
2021,Chris Evans,CIN,24,RB,14,1,17,15,0.882,151,10.1,2,6,58.8,24,8.9,1.1,10.8,0
2021,Kendall Hinton,DEN,24,WR,16,1,23,15,0.652,175,11.7,1,10,65.2,40,7.6,0.9,10.9,0
2021,Mohamed Sanu,SFO,32,WR,8,0,24,15,0.625,177,11.8,0,12,54.2,21,7.4,1.9,22.1,0
2021,Cam Sims,WAS,25,WR,14,3,23,15,0.652,211,14.1,2,11,60.9,43,9.2,1.1,15.1,0
2021,JuJu Smith-Schuster,PIT,25,WR,5,5,28,15,0.536,129,8.6,0,6,39.3,24,4.6,3,25.8,0
2021,Jimmy Graham,CHI,35,TE,15,6,23,14,0.609,167,11.9,3,10,47.8,28,7.3,0.9,11.1,0
2021,Khalil Herbert,CHI,23,RB,17,2,16,14,0.875,96,6.9,0,6,50,20,6,0.8,5.6,1
2021,Mack Hollins,MIA,28,WR,17,3,28,14,0.5,223,15.9,4,11,46.4,65,8,0.8,13.1,0
2021,O.J. Howard,TAM,27,TE,17,9,21,14,0.667,135,9.6,1,10,61.9,21,6.4,0.8,7.9,0
2021,MyCole Pruitt,TEN,29,TE,16,9,18,14,0.778,145,10.4,3,10,72.2,22,8.1,0.9,9.1,0
2021,Rhamondre Stevenson,NWE,23,RB,12,2,18,14,0.778,123,8.8,0,3,50,41,6.8,1.2,10.3,2
2021,Ashton Dulin,IND,24,WR,17,1,22,13,0.591,173,13.3,2,9,45.5,62,7.9,0.8,10.2,0
2021,KhaDarel Hodge,DET,26,WR,16,1,27,13,0.481,157,12.1,0,7,40.7,42,5.8,0.8,9.8,0
2021,Lil'Jordan Humphrey,NOR,23,WR,10,4,18,13,0.722,249,19.2,2,9,66.7,56,13.8,1.3,24.9,0
2021,Juwan Johnson,NOR,25,WR,14,2,22,13,0.591,159,12.2,4,12,54.5,27,7.2,0.9,11.4,0
2021,Jerick McKinnon,KAN,29,RB,13,0,20,13,0.65,107,8.2,1,6,45,14,5.4,1,8.2,0
2021,Dare Ogunbowale,JAX,27,RB,17,2,21,13,0.619,114,8.8,1,3,33.3,28,5.4,0.8,6.7,0
2021,Boston Scott,PHI,26,RB,16,4,16,13,0.813,83,6.4,0,3,37.5,19,5.2,0.8,5.2,1
2021,Salvon Ahmed,MIA,23,RB,12,0,19,12,0.632,117,9.8,0,4,63.2,18,6.2,1,9.8,0
2021,Dyami Brown,WAS,22,WR,15,6,25,12,0.48,165,13.8,0,6,36,48,6.6,0.8,11,0
2021,Eric Ebron,PIT,28,TE,8,3,18,12,0.667,84,7,1,6,50,19,4.7,1.5,10.5,0
2021,Isaiah Ford,MIA,25,WR,13,2,17,12,0.706,161,13.4,2,7,52.9,52,9.5,0.9,12.4,0
2021,N'Keal Harry,NWE,24,WR,12,4,22,12,0.545,184,15.3,0,7,50,43,8.4,1,15.3,1
2021,Carlos Hyde,JAX,31,RB,12,2,21,12,0.571,65,5.4,0,1,38.1,9,3.1,1,5.4,2
2021,Jalen Richard,LVR,28,RB,10,0,14,12,0.857,72,6,0,4,64.3,19,5.1,1.2,7.2,0
2021,Adam Shaheen,MIA,27,TE,12,7,16,12,0.75,110,9.2,0,5,62.5,21,6.9,1,9.2,0
2021,Malik Turner,DAL,25,WR,14,0,16,12,0.75,149,12.4,3,8,62.5,61,9.3,0.9,10.6,0
2021,James White,NWE,29,RB,3,0,14,12,0.857,94,7.8,0,5,42.9,28,6.7,4,31.3,0
2021,Brock Wright,DET,23,TE,10,5,17,12,0.706,117,9.8,2,6,47.1,36,6.9,1.2,11.7,0
2021,Tevin Coleman,NYJ,28,RB,11,5,16,11,0.688,49,4.5,0,2,37.5,11,3.1,1,4.5,0
2021,Kylen Granson,IND,23,TE,17,0,15,11,0.733,106,9.6,0,4,60,27,7.1,0.6,6.2,0
2021,Jakeem Grant,2TM,29,WR,15,0,17,11,0.647,132,12,2,7,47.1,46,7.8,0.7,8.8,3
2021,Blake Jarwin,DAL,27,TE,8,5,17,11,0.647,96,8.7,2,5,58.8,20,5.6,1.4,12,0
2021,Collin Johnson,NYG,24,WR,12,1,21,11,0.524,105,9.5,0,6,42.9,16,5,0.9,8.8,0
2021,Breshad Perriman,TAM,28,WR,6,0,18,11,0.611,167,15.2,1,5,50,58,9.3,1.8,27.8,0
2021,John Ross,NYG,26,WR,10,1,20,11,0.55,224,20.4,1,8,55,51,11.2,1.1,22.4,1
2021,Drew Sample,CIN,25,TE,17,8,15,11,0.733,81,7.4,0,3,40,19,5.4,0.6,4.8,0
2021,Ben Skowronek,LAR,24,WR,14,1,20,11,0.55,133,12.1,0,7,40,35,6.7,0.8,9.5,0
2021,Peyton Barber,LVR,27,RB,10,1,13,10,0.769,67,6.7,0,3,30.8,23,5.2,1,6.7,2
2021,Trinity Benson,DET,24,WR,8,2,22,10,0.455,103,10.3,0,4,36.4,24,4.7,1.3,12.9,0
2021,Parris Campbell,IND,24,WR,6,3,20,10,0.5,162,16.2,1,7,35,51,8.1,1.7,27,0
2021,D'Wayne Eskridge,SEA,24,WR,10,0,20,10,0.5,64,6.4,1,4,30,17,3.2,1,6.4,0
2021,Royce Freeman,2TM,25,RB,15,0,16,10,0.625,77,7.7,0,4,56.3,12,4.8,0.7,5.1,0
2021,Cyril Grayson,TAM,28,WR,5,3,12,10,0.833,212,21.2,2,8,83.3,62,17.7,2,42.4,0
2021,Alec Ingold,LVR,25,FB,9,3,12,10,0.833,85,8.5,1,4,75,29,7.1,1.1,9.4,0
2021,Ronald Jones II,TAM,24,RB,16,3,13,10,0.769,64,6.4,0,2,61.5,15,4.9,0.6,4,2
2021,Latavius Murray,BAL,31,RB,14,6,13,10,0.769,75,7.5,0,2,53.8,18,5.8,0.7,5.4,0
2021,Jaret Patterson,WAS,22,RB,17,1,11,10,0.909,73,7.3,0,5,54.5,12,6.6,0.6,4.3,1
2021,Dante Pettis,NYG,26,WR,3,0,16,10,0.625,87,8.7,1,5,31.3,27,5.4,3.3,29,1
2021,Anthony Schwartz,CLE,21,WR,14,2,23,10,0.435,135,13.5,1,6,34.8,44,5.9,0.7,9.6,0
2021,Dede Westbrook,MIN,28,WR,15,0,15,10,0.667,68,6.8,0,3,46.7,17,4.5,0.7,4.5,2
2021,Blake Bell,KAN,30,TE,16,5,13,9,0.692,87,9.7,0,4,53.8,24,6.7,0.6,5.4,0
2021,Alex Collins,SEA,27,RB,11,6,10,9,0.9,87,9.7,0,3,60,28,8.7,0.8,7.9,1
2021,D'Onta Foreman,TEN,25,RB,9,3,11,9,0.818,123,13.7,0,6,72.7,39,11.2,1,13.7,2
2021,Jacob Hollister,JAX,28,TE,7,2,14,9,0.643,55,6.1,1,2,57.1,11,3.9,1.3,7.9,0
2021,Marcus Johnson,TEN,27,WR,7,3,19,9,0.474,160,17.8,0,7,42.1,50,8.4,1.3,22.9,0
2021,Dax Milne,WAS,22,WR,13,1,14,9,0.643,83,9.2,0,4,42.9,22,5.9,0.7,6.4,1
2021,Josh Oliver,BAL,24,TE,14,1,15,9,0.6,66,7.3,0,4,40,19,4.4,0.6,4.7,1
2021,Elijhaa Penny,NYG,28,RB,17,3,13,9,0.692,30,3.3,1,4,30.8,16,2.3,0.5,1.8,0
2021,Trent Sherfield,SFO,25,WR,17,1,20,9,0.45,87,9.7,1,7,40,18,4.4,0.5,5.1,0
2021,Keith Smith,ATL,29,FB,17,8,10,9,0.9,56,6.2,0,3,60,11,5.6,0.5,3.3,0
2021,Lee Smith,ATL,34,TE,16,6,11,9,0.818,65,7.2,1,3,54.5,22,5.9,0.6,4.1,0
2021,Equanimeous St. Brown,GNB,25,WR,13,2,17,9,0.529,98,10.9,0,6,47.1,26,5.8,0.7,7.5,0
2021,Tommy Sweeney,BUF,26,TE,13,3,12,9,0.75,44,4.9,1,3,33.3,13,3.7,0.7,3.4,1
2021,Nick Vannett,NOR,28,TE,7,2,15,9,0.6,133,14.8,1,7,60,30,8.9,1.3,19,0
2021,Ty'Son Williams,BAL,25,RB,13,3,12,9,0.75,84,9.3,0,4,58.3,21,7,0.7,6.5,1
2021,Derrick Gore,KAN,27,RB,11,0,9,8,0.889,105,13.1,0,3,77.8,50,11.7,0.7,9.5,0
2021,Denzel Mims,NYJ,24,WR,11,3,23,8,0.348,133,16.6,0,5,34.8,40,5.8,0.7,12.1,0
2021,Patrick Ricard,BAL,27,FB,13,11,13,8,0.615,63,7.9,1,3,38.5,22,4.8,0.6,4.8,0
2021,Eric Saubert,DEN,27,TE,17,4,12,8,0.667,47,5.9,1,2,58.3,11,3.9,0.5,2.8,0
2021,Jeff Smith,NYJ,24,WR,12,3,17,8,0.471,113,14.1,0,6,35.3,35,6.6,0.7,9.4,0
2021,Juwann Winfree,GNB,25,WR,7,0,13,8,0.615,58,7.3,0,5,46.2,12,4.5,1.1,8.3,2
2021,Matt Breida,BUF,26,RB,9,0,9,7,0.778,72,10.3,2,4,66.7,23,8,0.8,8,1
2021,DJ Chark,JAX,25,WR,4,4,22,7,0.318,154,22,2,7,31.8,41,7,1.8,38.5,0
2021,Phillip Dorsett,3TM,28,WR,6,0,14,7,0.5,110,15.7,0,3,42.9,36,7.9,1.2,18.3,0
2021,Luke Farrell,JAX,24,TE,15,4,11,7,0.636,56,8,0,3,54.5,21,5.1,0.5,3.7,1
2021,Noah Gray,KAN,22,TE,16,1,10,7,0.7,36,5.1,1,2,40,8,3.6,0.4,2.3,0
2021,Penny Hart,SEA,25,WR,17,0,12,7,0.583,59,8.4,0,3,41.7,16,4.9,0.4,3.5,0
2021,Godwin Igwebuike,DET,27,RB,17,1,10,7,0.7,60,8.6,0,4,40,18,6,0.4,3.5,2
2021,Jesse James,CHI,27,TE,14,9,8,7,0.875,62,8.9,1,3,50,19,7.8,0.5,4.4,0
